filename,width,height,class,xmin,ymin,xmax,ymax
Orang-43-_png_jpg.rf.60f5f51556e25a17ccc208ef1f1176a7.jpg,640,640,person,337,148,445,422
Orang-43-_png_jpg.rf.60f5f51556e25a17ccc208ef1f1176a7.jpg,640,640,person,300,0,383,174
H_0164_png_jpg.rf.60122c143333b1fac2fb0ed62bc103a0.jpg,640,640,face,122,54,619,617
00061_png_jpg.rf.606304432da033fd68490bdf0d90c01c.jpg,640,640,person,139,274,533,618
S_0086_png_jpg.rf.60604e8a466fe4789e606c20c3b89b05.jpg,640,640,face,0,0,617,640
00000052_png_jpg.rf.6167ce92d27bfeb6da9cb1e76e3912fa.jpg,640,640,person,537,83,640,482
00000052_png_jpg.rf.6167ce92d27bfeb6da9cb1e76e3912fa.jpg,640,640,person,143,67,288,516
S_0155_png_jpg.rf.60ec790e4b1986548a32ce3bf7bb1b62.jpg,640,640,face,102,62,520,559
S_0155_png_jpg.rf.60ec790e4b1986548a32ce3bf7bb1b62.jpg,640,640,face,118,232,600,640
00000494_png_jpg.rf.5cdd49030f676de14e4c0787a4ec8db8.jpg,640,640,person,40,98,255,640
00000494_png_jpg.rf.5cdd49030f676de14e4c0787a4ec8db8.jpg,640,640,person,371,20,592,632
image_1704336270545_png_jpg.rf.61755b51f404e6afe7b9a707c625f366.jpg,640,640,face,320,235,472,483
image_1704690409595_png_jpg.rf.6144914680632aaa9d6ee3599e9b70a7.jpg,640,640,face,280,120,434,368
H_0104_png_jpg.rf.61fc266f9fa1e541dd2aa1bb98f7ced9.jpg,640,640,face,0,76,25,119
H_0104_png_jpg.rf.61fc266f9fa1e541dd2aa1bb98f7ced9.jpg,640,640,face,0,12,615,639
image_1704690593115_png_jpg.rf.61d4fd30019f42209af795b6802c0b74.jpg,640,640,face,223,126,419,400
image_1704691004709_png_jpg.rf.61918f60640adb5541f433c8ac70f1d1.jpg,640,640,face,291,105,410,285
11_jpg.rf.61958e47a5593eb748b8b89295f51ab4.jpg,640,640,face,192,122,457,405
11_jpg.rf.61958e47a5593eb748b8b89295f51ab4.jpg,640,640,face,192,122,457,405
11_jpg.rf.61958e47a5593eb748b8b89295f51ab4.jpg,640,640,face,192,122,457,405
S_0345_jpg.rf.622d2cd027a730f1b65288fdb6b71be2.jpg,640,640,face,40,126,199,351
S_0345_jpg.rf.622d2cd027a730f1b65288fdb6b71be2.jpg,640,640,face,355,76,473,243
S_0345_jpg.rf.622d2cd027a730f1b65288fdb6b71be2.jpg,640,640,face,96,111,217,295
00000788_png_jpg.rf.620f3cd925851c56c615c6866dc99d6c.jpg,640,640,person,108,66,255,551
00000788_png_jpg.rf.620f3cd925851c56c615c6866dc99d6c.jpg,640,640,person,297,3,505,589
00117_png_jpg.rf.61d4a7c70e8b03fd592e4d6bf273f45d.jpg,640,640,person,133,277,473,477
S_0071_png_jpg.rf.61b3388dcdf05a8ce4588e1c452f66b3.jpg,640,640,face,190,0,619,403
00000094_png_jpg.rf.6174dbac37356e2c36f788818f957989.jpg,640,640,person,173,2,396,502
00000094_png_jpg.rf.6174dbac37356e2c36f788818f957989.jpg,640,640,person,351,177,531,551
00000090_png_jpg.rf.6166709b07b2d1c1c34f43c6c708ffaa.jpg,640,640,person,288,143,421,626
00000090_png_jpg.rf.6166709b07b2d1c1c34f43c6c708ffaa.jpg,640,640,person,126,122,240,481
Orang-35-_png_jpg.rf.627955bc510bfaa0a98215f2bd75fc0e.jpg,640,640,person,242,274,293,623
Orang-35-_png_jpg.rf.627955bc510bfaa0a98215f2bd75fc0e.jpg,640,640,person,262,226,320,572
Orang-35-_png_jpg.rf.627955bc510bfaa0a98215f2bd75fc0e.jpg,640,640,person,283,94,319,390
Orang-35-_png_jpg.rf.627955bc510bfaa0a98215f2bd75fc0e.jpg,640,640,person,329,174,394,511
Orang-35-_png_jpg.rf.627955bc510bfaa0a98215f2bd75fc0e.jpg,640,640,person,366,69,401,319
Orang-35-_png_jpg.rf.627955bc510bfaa0a98215f2bd75fc0e.jpg,640,640,person,399,121,473,457
image_1704690747860_png_jpg.rf.6259d8bd0b8928a788ade0ddd5982c0d.jpg,640,640,face,266,248,400,474
00012_png_jpg.rf.627ea8cf97e487e290013af48a5d1a4d.jpg,640,640,person,280,237,409,406
image_1704682878912_png_jpg.rf.63345da266851dcb27df7fd2e2406d1b.jpg,640,640,face,235,30,383,213
image_1704338924555_png_jpg.rf.6305bf9cb962a23d8d2cccfbdb23de83.jpg,640,640,face,255,191,420,408
H_0304_jpg.rf.62c63ba034d26288fbaa5b3ca3d987a5.jpg,640,640,face,312,152,443,440
H_0304_jpg.rf.62c63ba034d26288fbaa5b3ca3d987a5.jpg,640,640,face,209,236,483,536
00001071_png_jpg.rf.62fd71a7c8ead012e4a22aa43942cc7e.jpg,640,640,person,55,11,191,395
00001071_png_jpg.rf.62fd71a7c8ead012e4a22aa43942cc7e.jpg,640,640,person,340,17,483,420
00000793_png_jpg.rf.635e8c7a1cba31387b5e77f5e78553c6.jpg,640,640,person,400,62,543,592
00000793_png_jpg.rf.635e8c7a1cba31387b5e77f5e78553c6.jpg,640,640,person,186,86,363,639
00000816_png_jpg.rf.634bf30ba05884745bdb3b7894aa1cb2.jpg,640,640,person,312,0,493,372
00000816_png_jpg.rf.634bf30ba05884745bdb3b7894aa1cb2.jpg,640,640,person,39,12,293,554
image_1704685929542_png_jpg.rf.6320208cd8fd029505bae0bbb0119646.jpg,640,640,face,266,199,482,523
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,0,0,125,614
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,46,3,100,120
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,16,83,207,625
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,91,103,158,249
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,177,157,289,623
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,234,179,260,242
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,242,157,326,503
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,285,165,305,206
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,305,191,376,488
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,346,200,363,242
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,357,193,420,456
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,person,375,189,451,477
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,394,200,414,240
1_png_jpg.rf.64694cc1c169d04ba51e838ede9dc69d.jpg,640,640,face,416,202,433,242
image_1704691009696_png_jpg.rf.63e0f444371d6b025b011c2e76b7e034.jpg,640,640,face,271,234,418,449
image_1704690835556_png_jpg.rf.64360ab8cb30341cc91fc3e32d0683c6.jpg,640,640,face,222,203,388,440
00001051_png_jpg.rf.641c120865448f195398660af7270038.jpg,640,640,person,429,0,543,398
00001051_png_jpg.rf.641c120865448f195398660af7270038.jpg,640,640,person,133,31,249,426
00059_png_jpg.rf.64472d05ccfe1eba29ee69eec1995389.jpg,640,640,person,189,279,486,462
image_1704682876558_png_jpg.rf.5cdd972b760b3b314c2d7c39a0c019e4.jpg,640,640,face,268,65,393,307
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,128,488,172,572
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,528,529,589,620
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,36,422,133,571
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,262,428,369,602
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,189,389,288,585
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,462,415,588,623
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,389,348,520,583
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,228,208,349,423
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,306,548,351,625
1580053154-5839_jpg.rf.634b6642b3d9f0f05c84e8f695d92e6b.jpg,640,640,face,152,492,234,625
00000052_png_jpg.rf.63823700cc8217782b4e3f1d771d9e19.jpg,640,640,person,545,151,638,546
00000052_png_jpg.rf.63823700cc8217782b4e3f1d771d9e19.jpg,640,640,person,153,132,282,577
image_1704691153530_png_jpg.rf.64908f001e0fa8ab1ff6e4310c049d51.jpg,640,640,face,260,142,425,371
S_0135_png_jpg.rf.649a3022c657673e2d93289ce2434876.jpg,640,640,face,103,60,574,608
image_1704690403845_png_jpg.rf.6400bddb6ec9cf124f5b657bdcdd8426.jpg,640,640,face,340,131,445,365
H_0221_png_jpg.rf.641c4064aab359440e251ccc4c4a7576.jpg,640,640,face,94,0,640,626
image_1704690999005_png_jpg.rf.64e65c1e269d5ca72e3b562198546b27.jpg,640,640,face,234,134,352,355
S_0085_png_jpg.rf.64748c13c0961b1c96e3bdc63ce7df20.jpg,640,640,face,0,31,423,583
Orang-18-_png_jpg.rf.659f71628d3bce74a172c24639a09c53.jpg,640,640,person,283,40,342,304
Orang-18-_png_jpg.rf.659f71628d3bce74a172c24639a09c53.jpg,640,640,person,388,79,436,370
D_0285_png_jpg.rf.5d2badd127ecfb724921fa253c236dce.jpg,640,640,face,176,115,630,551
image_1704690588919_png_jpg.rf.5cec06d53bc6dcc0f929a2e8e3339739.jpg,640,640,face,220,131,414,398
H_0234_png_jpg.rf.65f034067b95d1ce20b2199211b8953b.jpg,640,640,face,88,40,582,634
S_0204_png_jpg.rf.65e78894113f802632e911c0420ab9ed.jpg,640,640,face,61,55,577,640
S_0102_png_jpg.rf.659e80edf79ba8e82f3e37934c71e67c.jpg,640,640,face,101,384,505,640
00000087_png_jpg.rf.666eb8fa3e24aca514e7df1e2a8ecd53.jpg,640,640,person,276,142,409,625
00000087_png_jpg.rf.666eb8fa3e24aca514e7df1e2a8ecd53.jpg,640,640,person,120,125,234,484
image_1704336364853_png_jpg.rf.65c941874bf907c063f38cdd4f75a6c4.jpg,640,640,face,220,139,372,365
D_0265_png_jpg.rf.661a7c80e4f72c6555b196b351823a26.jpg,640,640,face,117,158,495,594
D_0238_png_jpg.rf.651908eb81a6a066f20285f563fe7fa3.jpg,640,640,face,102,140,439,615
D_0238_png_jpg.rf.651908eb81a6a066f20285f563fe7fa3.jpg,640,640,face,191,105,541,517
image_1704690757992_png_jpg.rf.667f18cbb47639a6974e5d08be778cda.jpg,640,640,face,268,143,385,339
H_0019_png_jpg.rf.66399230c0f2585115f36f5f551e52ee.jpg,640,640,face,99,5,576,611
S_0041_png_jpg.rf.66b76064db115d6b97d2618bee91b1db.jpg,640,640,face,4,284,109,640
S_0041_png_jpg.rf.66b76064db115d6b97d2618bee91b1db.jpg,640,640,face,66,93,534,522
IMG_4921-2_mp4-121_jpg.rf.64b28b1d8ce3cee2df8c930627020b51.jpg,640,640,face,0,219,317,488
11_jpg.rf.65bdb961046f186fb90c327634d10406.jpg,640,640,face,208,246,450,509
11_jpg.rf.65bdb961046f186fb90c327634d10406.jpg,640,640,face,208,246,450,509
11_jpg.rf.65bdb961046f186fb90c327634d10406.jpg,640,640,face,208,246,450,509
image_1704682757457_png_jpg.rf.64a6fe055b10aa72baf653df9314435d.jpg,640,640,face,323,374,428,526
image_1704690588919_png_jpg.rf.670949d70279aeed1e7f8e3048e50c2a.jpg,640,640,face,223,133,412,399
image_1704690835556_png_jpg.rf.66d436480911426ae21ee9364ff7a1d3.jpg,640,640,face,271,208,402,425
image_1704336363029_png_jpg.rf.6721e2f0248763d64790894bb4c61766.jpg,640,640,face,231,148,346,351
D_0279_png_jpg.rf.5cfa451462fc4c620740ea8c09ba17de.jpg,640,640,face,0,41,640,640
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,362,259,471,613
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,229,366,342,640
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,346,129,460,389
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,331,83,414,389
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,286,80,354,374
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,228,69,297,337
Orang-36-_png_jpg.rf.6798b712f546dc4716dfca34d7460e97.jpg,640,640,person,165,122,263,423
H_0157_png_jpg.rf.67cc2736c07d66825d1276c4317ee993.jpg,640,640,face,53,25,549,638
S_0216_png_jpg.rf.5c43d3bc48c89f9e0a34bea2b8046591.jpg,640,640,face,116,106,559,574
image_1704336276388_png_jpg.rf.679fae6e99dd9d6467bb99731dbcac32.jpg,640,640,face,222,166,371,411
00000023_png_jpg.rf.67e1d72268e5e585c4db9463602cee48.jpg,640,640,person,433,97,576,525
00000023_png_jpg.rf.67e1d72268e5e585c4db9463602cee48.jpg,640,640,person,11,82,208,516
H_0002_png_jpg.rf.67f260e0207c11347d089c08b2f5330f.jpg,640,640,face,45,45,442,592
H_0002_png_jpg.rf.67f260e0207c11347d089c08b2f5330f.jpg,640,640,face,16,0,161,255
D_0260_png_jpg.rf.5d2e2dfbd466b62191dd3991ce87159a.jpg,640,640,face,500,0,611,614
D_0260_png_jpg.rf.5d2e2dfbd466b62191dd3991ce87159a.jpg,640,640,face,0,0,540,597
16_jpg.rf.677afad7a48a013caa3ed05f947c2f51.jpg,640,640,face,131,105,535,517
16_jpg.rf.677afad7a48a013caa3ed05f947c2f51.jpg,640,640,face,131,105,535,517
16_jpg.rf.677afad7a48a013caa3ed05f947c2f51.jpg,640,640,face,131,105,535,517
image_1704336288508_png_jpg.rf.663e35ebf1653325f43d9e6e8753666a.jpg,640,640,face,219,214,355,456
00106_png_jpg.rf.67dd2527a17729ed9ca3be1d62029f52.jpg,640,640,person,76,151,499,493
00118_png_jpg.rf.68b342d4a76b77a076bb2aec25f5ee13.jpg,640,640,person,188,166,525,472
image_1704690751267_png_jpg.rf.6829e701033d61ebaca26bae36121eca.jpg,640,640,face,311,157,416,375
image_1704682866843_png_jpg.rf.68a5b6be46195227b66d11522b61ac24.jpg,640,640,face,285,311,432,566
image_1704336343249_png_jpg.rf.5c758888988cf04b7a80e9dcbafe0d33.jpg,640,640,face,235,183,408,439
Orang-11-_png_jpg.rf.6973b6a4e86ceecb7e27b81d1fa9536c.jpg,640,640,person,246,51,334,298
Orang-11-_png_jpg.rf.6973b6a4e86ceecb7e27b81d1fa9536c.jpg,640,640,person,415,51,494,277
00000775_png_jpg.rf.6a6c04a58554cc1ebc9bfbc1110c4fa4.jpg,640,640,person,383,65,526,595
00000775_png_jpg.rf.6a6c04a58554cc1ebc9bfbc1110c4fa4.jpg,640,640,person,80,86,257,639
192_jpg.rf.68fe09922862a5592ac3b9ec62a84f57.jpg,640,640,face,245,228,388,338
192_jpg.rf.68fe09922862a5592ac3b9ec62a84f57.jpg,640,640,face,245,228,388,338
192_jpg.rf.68fe09922862a5592ac3b9ec62a84f57.jpg,640,640,face,245,228,388,338
188_jpg.rf.68e996415b13a4d2ed471a6b4f68f9d7.jpg,640,640,face,209,148,354,483
188_jpg.rf.68e996415b13a4d2ed471a6b4f68f9d7.jpg,640,640,face,209,148,354,483
188_jpg.rf.68e996415b13a4d2ed471a6b4f68f9d7.jpg,640,640,face,209,148,354,483
00098_png_jpg.rf.6a5ea1cf7f3a8607f38c9e2595a37f4c.jpg,640,640,person,65,188,480,491
204_jpg.rf.69da8a6482aec09ea27a0a934fec2d4e.jpg,640,640,face,116,96,527,473
204_jpg.rf.69da8a6482aec09ea27a0a934fec2d4e.jpg,640,640,face,116,96,527,473
204_jpg.rf.69da8a6482aec09ea27a0a934fec2d4e.jpg,640,640,face,116,96,527,473
image_1704690593115_png_jpg.rf.68e62cab8cea9df536abed28ac158e41.jpg,640,640,face,232,137,388,388
00115_png_jpg.rf.692bdc6428d92e65613363bd6977781c.jpg,640,640,person,233,133,476,342
00000810_png_jpg.rf.6a6d0dd8807d96a37c72e7a7ae884a8b.jpg,640,640,person,406,77,543,581
00000810_png_jpg.rf.6a6d0dd8807d96a37c72e7a7ae884a8b.jpg,640,640,person,236,100,422,640
image_1704690603208_png_jpg.rf.6a722ed7564f1a3429dacf399c7311ed.jpg,640,640,face,256,214,413,445
image_1704337500424_png_jpg.rf.6945542a34941c53c617c3a8deeeeffc.jpg,640,640,face,185,101,317,324
00000800_png_jpg.rf.5cc45a1e7e5536d086ef08cc6448d8fd.jpg,640,640,person,50,22,256,565
00000800_png_jpg.rf.5cc45a1e7e5536d086ef08cc6448d8fd.jpg,640,640,person,216,0,459,563
00000091_png_jpg.rf.6b1192995dd91543de6da9d33f566226.jpg,640,640,person,207,17,356,505
00000091_png_jpg.rf.6b1192995dd91543de6da9d33f566226.jpg,640,640,person,393,154,519,517
00000091_png_jpg.rf.69a5e497b34c59f627d5838043d16758.jpg,640,640,person,199,9,382,503
00000091_png_jpg.rf.69a5e497b34c59f627d5838043d16758.jpg,640,640,person,377,170,528,539
00060_png_jpg.rf.6bd43f2d0fd77a5051a8d87c70970933.jpg,640,640,person,171,250,588,496
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,206,271,274,619
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,337,364,416,640
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,189,145,273,396
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,236,92,283,395
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,292,81,324,374
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,345,65,382,330
Orang-36-_png_jpg.rf.6b9f5a8c448f506ade90fd0e7eb3421d.jpg,640,640,person,389,111,452,407
image_1704337430210_png_jpg.rf.6b02441e98264a6f2deeb01aa4a8c563.jpg,640,640,face,260,328,423,552
S_0130_png_jpg.rf.69a1bf7fa9a6e16ea6cd5962920760e7.jpg,640,640,face,65,46,540,622
00000325_png_jpg.rf.6b4710d381e99fefffb422b6d1eca92c.jpg,640,640,person,220,171,431,640
00000325_png_jpg.rf.6b4710d381e99fefffb422b6d1eca92c.jpg,640,640,person,529,80,640,586
image_1704690400287_png_jpg.rf.68dd3898efab7081fbdd92e6c0a7ed21.jpg,640,640,face,309,134,438,368
image_1704685924701_png_jpg.rf.6d5d77fcc53772dac5d1ccab904658dc.jpg,640,640,face,278,214,454,508
114_jpg.rf.6c9bbaced050676bd9bf6b33e0614254.jpg,640,640,face,148,69,555,443
114_jpg.rf.6c9bbaced050676bd9bf6b33e0614254.jpg,640,640,face,148,69,555,443
114_jpg.rf.6c9bbaced050676bd9bf6b33e0614254.jpg,640,640,face,148,69,555,443
00083_png_jpg.rf.6dcd1caccd437f5c546e2b0cc58271f2.jpg,640,640,person,194,126,501,314
S_0180_png_jpg.rf.6c49ef9c072cdbd30c8af9ef622b1474.jpg,640,640,face,34,214,452,640
image_1704690417043_png_jpg.rf.6b637f7e4844ecb77797570d3987a7dc.jpg,640,640,face,300,165,429,390
S_0070_png_jpg.rf.6c4a52ceb448a178d8bb8785f3e8a67d.jpg,640,640,face,132,36,605,599
119_jpg.rf.6d779ddfcd9e608acfbd7cd0bbe5206a.jpg,640,640,face,112,200,563,611
119_jpg.rf.6d779ddfcd9e608acfbd7cd0bbe5206a.jpg,640,640,face,112,200,563,611
119_jpg.rf.6d779ddfcd9e608acfbd7cd0bbe5206a.jpg,640,640,face,112,200,563,611
image_1704682729838_png_jpg.rf.6d6d3a7d317eb77b8dd315fce215decf.jpg,640,640,face,334,106,438,288
mask-wearing-1632939940998_png_jpg.rf.6c305307570d2f2de53e6638c4aab0a3.jpg,640,640,face,77,85,321,402
image_1704685926388_png_jpg.rf.6cdc8e83179695df9fbfa56bfdd5a756.jpg,640,640,face,265,190,477,513
image_1704338925992_png_jpg.rf.6e2c3b1caa2d50208888a8459c7658ca.jpg,640,640,face,220,200,374,414
image_1704690690962_png_jpg.rf.6b841d1ec916a693f828196eb023f208.jpg,640,640,face,248,171,405,444
H_0189_png_jpg.rf.6d1c85dde360d8554d8c2e5e68db7939.jpg,640,640,face,126,34,540,572
D_0084_jpg.rf.6d6720ad7c9b36695956deb255c22da0.jpg,640,640,face,45,260,564,595
D_0084_jpg.rf.6d6720ad7c9b36695956deb255c22da0.jpg,640,640,face,194,99,481,516
image_1704337514920_png_jpg.rf.5bfd2b6ac2ac41a64b010c1343459b48.jpg,640,640,face,163,168,340,409
00000022_png_jpg.rf.5d12429cc6b5fe39e705f8fecea6b21a.jpg,640,640,person,397,33,581,462
